id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_days_from_arrest
9129,Male,26,25 - 45,African-American,0,6,0,0,2,-1,5/04/2013 1:11,8/05/2013 8:21,5/04/2013,,1,F,Aggravated Battery,0,,
9130,Male,35,25 - 45,African-American,1,9,0,0,13,-188,10/07/2013 1:58,21/11/2013 11:14,10/07/2013,,188,F,Burglary Unoccupied Dwelling,1,(F2),0
9131,Male,20,Less than 25,Other,0,5,0,0,0,-1,20/10/2013 10:25,21/10/2013 7:52,20/10/2013,,1,M,Battery,0,,
9132,Female,51,Greater than 45,Caucasian,0,5,0,0,7,-157,23/08/2013 3:55,16/01/2014 10:30,23/08/2013,,157,F,Crim Use of Personal ID Info,0,,
9133,Female,26,25 - 45,Caucasian,0,5,0,0,0,-4,21/02/2013 11:28,22/02/2013 1:51,21/02/2013,,4,F,Possession of Cocaine,0,,
9136,Male,26,25 - 45,African-American,0,4,0,0,5,-1,26/03/2013 6:03,29/03/2013 4:56,26/03/2013,,1,F,Burglary Dwelling Assault/Batt,0,,
9143,Male,20,Less than 25,Caucasian,0,2,0,2,0,-1,5/12/2013 11:38,6/12/2013 12:40,5/12/2013,,1,F,Aggravated Assault W/Dead Weap,0,,
9144,Male,28,25 - 45,African-American,0,3,0,0,0,0,17/02/2014 1:46,4/03/2014 5:23,17/02/2014,,0,F,Criminal Mischief,1,(M1),0
9145,Male,23,Less than 25,African-American,0,2,1,2,1,-1,3/02/2014 12:52,4/02/2014 8:12,3/02/2014,,1,M,Driving License Suspended,1,(M1),
9146,Female,21,Less than 25,African-American,0,5,0,0,0,-4,24/01/2013 11:20,25/01/2013 2:16,24/01/2013,,4,M,Prostitution/Lewd Act Assignation,0,,
9147,Male,25,25 - 45,Other,0,9,0,0,0,-1,2/05/2013 5:54,3/05/2013 11:02,2/05/2013,,1,F,Possession of Cocaine,1,(F1),0
9148,Male,30,25 - 45,Caucasian,0,3,0,0,0,-1,26/10/2013 11:37,28/10/2013 7:52,26/10/2013,,1,F,Burglary Dwelling Assault/Batt,0,,
9150,Male,21,Less than 25,Caucasian,0,9,2,7,2,-3,18/10/2013 1:25,18/10/2013 8:21,17/10/2013,,4,F,Possession of LSD,1,(MO3),0
9155,Male,20,Less than 25,Caucasian,1,7,0,0,1,13,26/12/2013 4:31,4/02/2014 8:08,,27/09/2013,77,F,arrest case no charge,1,(F3),0
9156,Male,24,Less than 25,Caucasian,0,6,0,0,5,16,9/10/2013 4:55,28/10/2013 2:19,,7/05/2012,504,F,arrest case no charge,1,(M1),0
9157,Male,35,25 - 45,African-American,0,10,0,0,22,0,22/01/2013 4:07,24/01/2013 5:56,22/01/2013,,0,F,"Poss3,4 Methylenedioxymethcath",1,(M1),
9158,Female,27,25 - 45,Other,0,3,0,0,0,-1,12/04/2014 9:51,15/04/2014 2:39,12/04/2014,,1,F,Dealing in Stolen Property,1,(M2),0
9159,Male,50,Greater than 45,Caucasian,0,2,0,0,2,-1,8/01/2013 3:16,17/01/2013 5:32,,8/01/2013,1,F,arrest case no charge,1,(M1),0
9160,Male,25,25 - 45,African-American,0,9,0,0,5,-1,13/04/2013 10:35,15/04/2013 4:04,,13/04/2013,1,M,arrest case no charge,0,,
9161,Female,48,Greater than 45,Caucasian,0,9,0,0,1,,,,,21/09/2012,125,F,arrest case no charge,0,,
9163,Male,31,25 - 45,African-American,1,8,1,1,12,-1,22/03/2013 10:04,1/05/2013 10:54,22/03/2013,,1,M,Resist/Obstruct W/O Violence,1,(M2),
9165,Male,26,25 - 45,African-American,0,9,0,0,0,-1,25/08/2013 7:42,26/08/2013 7:55,25/08/2013,,1,F,Grand Theft in the 3rd Degree,0,,
9166,Male,22,Less than 25,African-American,0,4,0,0,0,-1,21/05/2013 4:56,22/05/2013 7:40,21/05/2013,,1,F,Purchase/P/W/Int Cannabis,0,,
9167,Male,29,25 - 45,African-American,0,3,0,0,0,0,22/12/2013 3:48,22/12/2013 8:17,22/12/2013,,0,F,"Poss3,4 Methylenedioxymethcath",0,,
9169,Male,33,25 - 45,Other,0,1,0,0,2,0,21/05/2013 12:35,22/05/2013 2:58,20/05/2013,,1,F,Child Abuse,1,(M2),
9170,Male,52,Greater than 45,Caucasian,0,1,0,0,1,-1,11/01/2013 10:25,12/01/2013 1:20,11/01/2013,,1,F,Burglary Conveyance Assault/Bat,0,,
9171,Male,37,25 - 45,Hispanic,0,1,0,0,0,-1,15/09/2014 9:22,16/09/2014 9:04,15/09/2014,,1,M,Battery,1,(M2),
9172,Male,21,Less than 25,African-American,0,7,0,0,0,-1,28/10/2013 10:17,29/10/2013 2:28,28/10/2013,,1,F,Possession of Cocaine,1,(F2),0
9173,Male,21,Less than 25,Caucasian,0,8,0,0,1,0,28/12/2013 2:53,28/12/2013 1:30,27/12/2013,,1,F,Possession of Cannabis,0,,
9174,Female,20,Less than 25,Caucasian,0,8,0,0,0,0,16/12/2014 2:14,18/12/2014 9:54,16/12/2014,,0,F,Fraudulent Use of Credit Card,1,(M2),0
9175,Male,43,25 - 45,Hispanic,0,1,0,0,1,-1,2/11/2014 9:58,3/11/2014 8:59,2/11/2014,,1,M,Leaving Acc/Unattended Veh,1,(M2),
9176,Male,30,25 - 45,Caucasian,0,1,0,0,1,-1,24/02/2014 6:45,25/02/2014 10:30,24/02/2014,,1,F,Grand Theft in the 3rd Degree,1,(M2),
9178,Female,33,25 - 45,African-American,0,4,0,0,3,0,9/02/2013 12:46,14/02/2013 9:32,8/02/2013,,1,M,Tresspass Struct/Conveyance,1,(M1),0
9180,Male,24,Less than 25,African-American,0,7,0,0,3,0,22/09/2013 5:19,24/12/2013 10:49,22/09/2013,,0,F,Aggrav Stalking After Injunctn,0,,
9181,Female,52,Greater than 45,Hispanic,0,1,0,0,0,-1,31/01/2013 11:06,1/02/2013 9:42,31/01/2013,,1,M,Posses/Disply Susp/Revk/Frd DL,1,(M2),
9182,Female,30,25 - 45,African-American,0,7,0,0,11,0,1/12/2013 6:16,7/12/2013 7:29,1/12/2013,,0,F,Crimin Mischief Damage $1000+,1,(M1),189
9183,Female,30,25 - 45,Caucasian,0,2,0,0,0,-1,14/05/2013 9:22,15/05/2013 1:21,14/05/2013,,1,M,Battery,0,,
9185,Male,47,Greater than 45,African-American,0,2,0,0,13,0,2/11/2014 1:23,2/11/2014 9:19,2/11/2014,,0,F,Driving While License Revoked,1,(M1),0
9186,Male,41,25 - 45,African-American,0,9,1,0,9,-1,13/02/2013 5:10,15/02/2013 5:30,12/02/2011,,733,M,Opert With Susp DL 2nd Offens,0,,
9187,Male,21,Less than 25,Hispanic,1,10,0,0,4,-1,27/09/2013 7:57,28/09/2013 1:40,,27/09/2013,1,F,arrest case no charge,1,(F2),
9188,Male,53,Greater than 45,Hispanic,0,1,0,0,1,,,,28/10/2012,,82,F,Lewd or Lascivious Molestation,0,,
9189,Male,48,Greater than 45,Caucasian,0,2,0,0,6,-26,7/11/2013 12:05,13/11/2013 9:53,6/11/2013,,27,F,Fel Drive License Perm Revoke,0,,
9191,Male,52,Greater than 45,African-American,0,9,0,0,2,-1,10/04/2014 4:35,13/05/2014 7:57,10/04/2014,,1,F,Possession of Cocaine,1,(M2),0
9192,Female,34,25 - 45,African-American,0,1,0,0,1,-1,17/02/2013 7:32,18/02/2013 8:01,17/02/2013,,1,M,Battery,0,,
9196,Male,35,25 - 45,Caucasian,0,3,0,0,0,-1,9/06/2014 7:07,10/06/2014 9:49,9/06/2014,,1,F,Possession Of Methamphetamine,1,(F2),0
9197,Male,25,25 - 45,Other,0,4,0,0,1,-1,13/09/2014 10:33,15/09/2014 3:24,13/09/2014,,1,F,Pos Cannabis W/Intent Sel/Del,1,(F3),0
9200,Male,39,25 - 45,Other,0,4,0,0,1,,,,,11/10/2012,438,F,arrest case no charge,0,,
9201,Male,24,Less than 25,African-American,0,2,0,1,1,-1,5/08/2014 8:19,6/08/2014 2:25,5/08/2014,,1,F,Pos Cannabis W/Intent Sel/Del,1,(M2),0
9202,Female,48,Greater than 45,Caucasian,0,8,0,0,17,,,,,20/08/2008,1624,F,arrest case no charge,0,,
9203,Male,31,25 - 45,Hispanic,0,7,0,0,1,583,19/11/2014 10:24,25/11/2014 8:38,,20/11/2011,512,F,arrest case no charge,0,,
9205,Male,26,25 - 45,Hispanic,0,2,0,0,0,,,,,,,M,,1,(F3),
9206,Male,43,25 - 45,African-American,0,8,0,0,3,93,21/01/2015 6:40,11/02/2015 8:32,15/02/2014,,247,F,Possession of Cocaine,1,(F3),0
9207,Male,25,25 - 45,African-American,0,2,0,0,1,0,18/12/2013 2:16,18/12/2013 8:23,18/12/2013,,0,M,Battery,0,,
9208,Male,34,25 - 45,African-American,0,9,1,0,20,-1,30/10/2014 8:24,26/11/2014 3:56,30/10/2014,,1,F,Possession of Cocaine,1,(M2),0
9209,Male,25,25 - 45,African-American,0,4,0,0,2,-1,24/02/2013 4:07,25/02/2013 2:08,24/02/2013,,1,F,Grand Theft Firearm,1,(M2),
9210,Male,24,Less than 25,Hispanic,1,6,0,0,4,-1,22/03/2013 9:58,23/03/2013 7:46,22/03/2013,,1,F,"Poss3,4 Methylenedioxymethcath",1,(F3),1
9212,Male,56,Greater than 45,Caucasian,0,1,0,0,6,-1,7/05/2013 9:00,8/05/2013 6:44,7/05/2013,,1,F,Poss Cocaine/Intent To Del/Sel,0,,
9214,Male,23,Less than 25,African-American,0,4,0,0,0,0,3/04/2013 2:54,3/04/2013 9:43,2/04/2013,,1,F,Felony Battery (Dom Strang),0,,
9215,Male,21,Less than 25,Caucasian,0,4,0,0,0,-1,8/01/2014 10:11,9/01/2014 12:48,8/01/2014,,1,M,Burglary Unoccupied Dwelling,0,,
9216,Male,66,Greater than 45,Caucasian,0,1,0,0,0,-1,18/08/2013 8:34,20/08/2013 7:37,18/08/2013,,1,M,Battery,0,,
9219,Male,28,25 - 45,African-American,0,7,0,0,7,-1,20/03/2013 6:48,21/03/2013 1:37,20/03/2013,,1,M,Resist/Obstruct W/O Violence,0,,
9220,Male,29,25 - 45,Caucasian,0,1,0,0,0,0,24/12/2013 4:19,24/12/2013 1:22,24/12/2013,,0,M,Driving Under The Influence,0,,
9221,Male,22,Less than 25,Caucasian,0,7,0,0,3,0,15/01/2014 2:46,17/01/2014 10:00,14/01/2014,,1,F,Possession of Cocaine,1,(F3),0
9224,Male,39,25 - 45,Caucasian,0,1,0,0,0,-1,5/01/2014 5:46,6/01/2014 8:24,5/01/2014,,1,F,Aggravated Battery / Pregnant,0,,
9225,Male,33,25 - 45,African-American,0,8,0,1,9,-1,18/04/2014 7:56,19/04/2014 8:57,18/04/2014,,1,M,Battery,1,(M1),0
9226,Male,29,25 - 45,Caucasian,0,1,0,0,2,-1,20/08/2013 12:16,21/08/2013 7:52,,20/08/2013,1,F,arrest case no charge,1,(M2),
9227,Male,31,25 - 45,Caucasian,0,2,0,0,1,-1,27/03/2013 2:03,28/03/2013 7:56,,27/03/2013,1,F,arrest case no charge,0,,
9229,Male,22,Less than 25,African-American,0,8,0,0,0,-1,16/02/2013 11:06,11/04/2013 8:20,16/02/2013,,1,M,Battery,0,,
9230,Female,22,Less than 25,Caucasian,0,5,0,0,0,-1,24/10/2013 3:53,25/10/2013 2:25,24/10/2013,,1,M,Battery,0,,
9231,Male,35,25 - 45,Caucasian,0,4,0,2,3,0,25/09/2013 1:21,26/09/2013 4:17,24/09/2013,,1,F,Possession of Cocaine,0,,
9232,Male,29,25 - 45,Caucasian,0,4,0,0,3,-1,7/02/2014 4:26,8/02/2014 9:08,7/02/2014,,1,F,False Imprisonment,1,(M1),1
9233,Female,37,25 - 45,African-American,0,5,0,0,0,,,,11/01/2014,,0,F,Possession of Cocaine,0,,
9234,Female,30,25 - 45,African-American,0,2,0,0,0,,,,31/12/2012,,1,F,Aggravated Assault W/dead Weap,0,,
9235,Male,56,Greater than 45,Caucasian,0,1,0,0,1,-1,17/01/2013 10:28,18/01/2013 8:29,17/01/2013,,1,F,Felony/Driving Under Influence,1,(M1),0
9238,Female,34,25 - 45,African-American,0,1,0,0,0,-1,25/01/2014 9:03,26/01/2014 6:20,25/01/2014,,1,F,Poss Contr Subst W/o Prescript,0,,
9239,Male,23,Less than 25,African-American,0,4,0,0,1,-1,13/02/2014 8:55,17/02/2014 1:33,13/02/2014,,1,F,Grand Theft in the 3rd Degree,1,(M1),48
9240,Male,27,25 - 45,African-American,1,5,0,0,1,0,16/11/2014 12:33,17/11/2014 8:08,15/11/2014,,1,F,Grand Theft in the 3rd Degree,1,(M2),
9241,Male,43,25 - 45,Caucasian,0,1,0,0,2,-1,13/09/2013 9:19,14/09/2013 7:13,,13/09/2013,1,F,arrest case no charge,0,,
9242,Male,38,25 - 45,Caucasian,0,1,0,0,0,-1,7/01/2013 10:25,8/01/2013 9:34,7/01/2013,,1,F,Possession Of Alprazolam,0,,
9243,Male,39,25 - 45,Caucasian,0,3,0,0,3,-1,10/03/2013 7:57,11/03/2013 3:27,10/03/2013,,1,F,Poss Wep Conv Felon,0,,
9244,Male,24,Less than 25,African-American,0,3,0,1,1,-1,13/09/2014 10:26,14/09/2014 1:26,13/09/2014,,1,F,Pos Cannabis W/Intent Sel/Del,1,(M1),
9245,Male,26,25 - 45,African-American,0,3,0,0,2,0,29/04/2013 12:50,29/04/2013 9:25,29/04/2013,,0,M,Disorderly Conduct,0,,
9246,Female,55,Greater than 45,Caucasian,0,1,0,0,0,-1,23/01/2014 9:15,25/01/2014 2:22,23/01/2014,,1,M,Battery,0,,
9247,Male,35,25 - 45,African-American,0,6,0,0,1,-1,13/09/2013 8:50,14/09/2013 7:04,13/09/2013,,1,F,Grand Theft in the 3rd Degree,1,(M2),
9248,Male,61,Greater than 45,African-American,0,7,0,0,25,-1,25/03/2013 1:22,26/03/2013 7:28,25/03/2013,,1,F,Burglary Unoccupied Dwelling,0,,
9249,Male,33,25 - 45,Other,0,1,0,0,0,-1,11/03/2013 12:27,22/03/2013 9:48,11/03/2013,,1,M,Battery,0,,
9253,Male,40,25 - 45,Caucasian,0,7,0,0,4,0,27/09/2013 1:04,28/09/2013 4:31,26/09/2013,,1,F,Resist Officer w/Violence,0,,
9254,Male,33,25 - 45,African-American,0,2,0,0,3,0,11/04/2013 1:37,11/04/2013 7:46,10/04/2013,,1,F,Driving While License Revoked,0,,
9255,Male,26,25 - 45,Caucasian,0,6,0,0,0,-1,6/11/2014 6:10,7/11/2014 8:40,6/11/2014,,1,F,Tamper With Witness/Victim/CI,1,(F7),
9256,Male,32,25 - 45,Caucasian,0,9,1,0,15,0,3/02/2014 12:37,5/05/2014 11:08,,2/02/2014,1,F,arrest case no charge,1,(M2),
9257,Male,28,25 - 45,African-American,0,2,0,0,0,-1,10/02/2014 4:55,11/02/2014 1:42,10/02/2014,,1,F,Uttering a Forged Instrument,0,,
9258,Male,45,Greater than 45,Caucasian,0,1,0,0,0,-1,4/01/2013 5:56,5/01/2013 7:57,4/01/2013,,1,M,Battery,0,,
9259,Male,30,25 - 45,Caucasian,0,9,0,0,0,-1,8/12/2014 8:31,14/01/2015 10:55,8/12/2014,,1,F,Grand Theft in the 3rd Degree,1,(M1),0
9260,Female,57,Greater than 45,Caucasian,0,2,0,0,4,-1,14/03/2013 11:21,27/11/2013 6:50,,14/03/2013,1,F,arrest case no charge,0,,
9261,Male,26,25 - 45,African-American,0,7,0,0,3,-1,28/09/2013 6:05,14/11/2013 8:19,28/09/2013,,1,F,Aggravated Battery / Pregnant,1,(M1),0
9262,Male,35,25 - 45,African-American,0,8,0,0,1,-1,5/09/2013 12:59,6/09/2013 1:34,5/09/2013,,1,F,False Imprisonment,0,,
9264,Male,54,Greater than 45,Hispanic,0,1,0,0,0,0,7/04/2013 3:17,9/04/2013 7:14,7/04/2013,,0,F,Grand Theft in the 1st Degree,0,,
9266,Female,29,25 - 45,African-American,0,5,0,0,0,-1,25/02/2014 10:19,28/02/2014 9:41,25/02/2014,,1,F,Possession of Cocaine,0,,
9267,Female,40,25 - 45,Caucasian,0,2,0,0,0,-1,18/12/2013 7:23,19/12/2013 9:39,18/12/2013,,1,M,Driving License Suspended,0,,
9268,Male,28,25 - 45,Caucasian,0,2,0,0,1,-1,15/01/2013 1:11,16/01/2013 6:39,15/01/2013,,1,F,False Ownership Info/Pawn Item,1,(M2),
9269,Female,25,25 - 45,African-American,0,2,0,1,0,-1,10/05/2013 9:11,11/05/2013 7:06,10/05/2013,,1,M,Battery,0,,
9270,Male,44,25 - 45,African-American,0,6,0,0,3,-1,15/05/2013 9:10,18/05/2013 5:34,15/05/2013,,1,M,Driving License Suspended,0,,
9271,Male,48,Greater than 45,Caucasian,0,1,0,0,1,-31,1/04/2013 3:29,1/04/2013 8:56,1/04/2013,,31,M,Criminal Mischief>$200<$1000,0,,
9272,Female,59,Greater than 45,Caucasian,0,1,0,0,1,-302,2/05/2013 4:55,1/07/2013 11:42,2/05/2013,,302,F,Aggrav Battery w/Deadly Weapon,0,,
9273,Male,23,Less than 25,Caucasian,0,4,0,1,4,-1,5/05/2013 9:33,6/05/2013 8:00,5/05/2013,,1,F,Poss Similitude of Drivers Lic,1,(M2),1
9275,Male,29,25 - 45,African-American,0,2,0,0,0,-1,18/10/2013 10:11,30/12/2013 6:13,18/10/2013,,1,F,Burglary Dwelling Occupied,0,,
9276,Male,56,Greater than 45,Caucasian,0,1,0,0,0,-4,15/08/2013 4:33,15/08/2013 9:09,15/08/2013,,4,M,Driving Under The Influence,0,,
9277,Female,27,25 - 45,African-American,0,3,0,0,0,-1,23/01/2014 8:08,24/01/2014 10:07,23/01/2014,,1,M,Battery,0,,
9279,Female,29,25 - 45,Caucasian,0,7,0,0,0,-1,3/03/2013 9:50,4/03/2013 8:09,3/03/2013,,1,M,Viol Injunct Domestic Violence,0,,
9280,Female,34,25 - 45,Caucasian,0,4,0,0,4,-1,11/11/2013 7:15,12/11/2013 1:43,11/11/2013,,1,M,Battery,0,,
9282,Female,22,Less than 25,African-American,0,7,0,0,0,0,15/01/2013 12:42,15/01/2013 2:11,14/01/2013,,1,F,Grand Theft in the 3rd Degree,0,,
9283,Male,40,25 - 45,Caucasian,0,1,0,0,5,7,21/08/2013 12:30,22/08/2013 3:44,3/07/2013,,42,F,Possession of Hydromorphone,1,(M2),438
9284,Male,31,25 - 45,Caucasian,0,1,0,0,0,-1,21/03/2014 11:14,24/03/2014 4:48,21/03/2014,,1,F,Grand Theft in the 3rd Degree,0,,
9285,Male,47,Greater than 45,African-American,0,2,0,0,3,-1,4/01/2014 11:28,6/01/2014 11:05,4/01/2014,,1,F,Aggravated Assault W/Dead Weap,0,,
9287,Male,24,Less than 25,African-American,0,7,0,0,8,-1,18/08/2013 7:10,7/10/2013 1:43,18/08/2013,,1,F,Possession of Cocaine,1,(F3),0
9288,Female,20,Less than 25,Caucasian,0,4,0,0,1,-49,5/08/2013 12:08,11/09/2013 7:01,4/08/2013,,50,F,Resist Officer w/Violence,0,,
9292,Male,39,25 - 45,African-American,0,9,0,0,4,-1,9/08/2013 7:48,6/12/2013 4:19,9/08/2013,,1,F,Felony Petit Theft,0,,
9293,Male,29,25 - 45,African-American,0,6,0,0,10,0,18/08/2013 12:03,19/08/2013 7:36,17/08/2013,,1,F,Driving While License Revoked,1,(F3),0
9295,Male,30,25 - 45,Hispanic,0,2,0,0,2,-1,5/09/2013 7:52,11/09/2013 8:03,5/09/2013,,1,F,Possession of Hydromorphone,0,,
9296,Female,26,25 - 45,African-American,0,9,0,0,4,-1,24/10/2014 11:09,25/10/2014 6:29,24/10/2014,,1,F,Grand Theft (Motor Vehicle),1,(M2),
9297,Male,61,Greater than 45,African-American,0,8,0,0,2,0,11/10/2013 12:18,12/10/2013 5:32,10/10/2013,,1,M,Battery,0,,
9298,Male,37,25 - 45,Hispanic,0,4,0,0,3,0,18/10/2013 2:04,18/10/2013 7:46,18/10/2013,,0,M,Driving Under The Influence,0,,
9299,Male,38,25 - 45,Other,0,1,0,0,1,-1,16/05/2014 5:12,17/05/2014 9:27,16/05/2014,,1,F,Possession Of Alprazolam,1,(M1),0
9300,Male,24,Less than 25,Caucasian,0,5,0,0,2,176,26/07/2013 4:32,13/09/2013 8:44,,9/12/2012,53,F,arrest case no charge,1,(F3),0
9303,Male,30,25 - 45,African-American,0,9,0,0,0,-1,6/02/2013 1:02,7/02/2013 7:22,6/02/2013,,1,M,Driving License Suspended,0,,
9306,Male,20,Less than 25,African-American,0,5,0,1,0,-1,6/05/2014 7:09,7/05/2014 6:15,6/05/2014,,1,M,Assault,1,(M2),122
9307,Male,56,Greater than 45,African-American,0,9,0,0,22,-1,1/04/2013 11:17,11/06/2013 11:34,1/04/2013,,1,F,Possession of Cocaine,1,(F3),0
9308,Female,50,Greater than 45,Caucasian,0,3,0,0,3,0,2/10/2013 5:17,2/10/2013 8:17,2/10/2013,,0,F,Possession of Cocaine,1,(M2),
9309,Male,47,Greater than 45,Other,0,1,0,0,0,-1,10/12/2013 3:24,12/12/2013 3:36,10/12/2013,,1,F,Neglect Child / No Bodily Harm,0,,
9310,Male,56,Greater than 45,Caucasian,0,1,0,0,5,-238,31/07/2013 4:46,26/03/2014 10:20,31/07/2013,,238,F,Possession of Cocaine,0,,
9311,Female,58,Greater than 45,Hispanic,0,5,0,0,1,-345,1/04/2013 7:04,2/04/2013 6:38,,30/10/2013,133,F,arrest case no charge,0,,
9318,Male,30,25 - 45,African-American,0,6,0,0,10,18,3/06/2013 4:48,4/06/2013 3:33,,16/05/2013,0,F,arrest case no charge,1,(M2),0
9319,Male,28,25 - 45,African-American,0,6,0,0,12,-69,28/06/2013 6:03,4/07/2013 5:28,,4/09/2013,1,M,arrest case no charge,1,(M1),
9320,Male,59,Greater than 45,African-American,0,1,0,0,1,-1,27/03/2013 9:14,29/05/2013 6:13,27/03/2013,,1,M,Battery,0,,
9322,Male,20,Less than 25,African-American,1,10,0,0,1,-1,22/02/2014 11:34,28/08/2014 12:48,22/02/2014,,1,F,"Poss3,4 Methylenedioxymethcath",1,(M1),0
9323,Male,23,Less than 25,Caucasian,0,9,1,0,4,-1,22/09/2013 1:06,24/09/2013 4:25,22/09/2013,,1,M,Assault,1,(M1),0
9324,Female,28,25 - 45,Caucasian,0,6,0,0,2,-3,30/09/2014 6:37,30/09/2014 8:33,30/09/2014,,3,F,Possession of Cocaine,1,(M1),0
9325,Male,50,Greater than 45,Hispanic,0,9,0,0,3,-1,19/01/2013 7:35,22/02/2013 6:46,19/01/2013,,1,F,Possession of Cocaine,1,(F3),0
9326,Male,35,25 - 45,Caucasian,0,5,0,0,3,0,9/03/2014 12:45,10/03/2014 9:22,9/03/2014,,0,M,Battery,1,(M2),
9327,Male,22,Less than 25,African-American,0,9,0,0,1,0,6/04/2013 2:15,11/04/2013 7:51,5/04/2013,,1,F,Pos Cannabis W/Intent Sel/Del,1,(M2),0
9328,Female,41,25 - 45,Hispanic,0,1,0,0,0,-1,30/01/2014 6:22,31/01/2014 10:00,30/01/2014,,1,F,Grand Theft in the 3rd Degree,0,,
9332,Male,22,Less than 25,African-American,0,7,0,0,0,-1,10/09/2013 8:06,12/09/2013 8:19,10/09/2013,,1,F,Purchase Cannabis,0,,
9334,Male,46,Greater than 45,African-American,0,6,0,0,3,-33,30/06/2013 1:42,29/07/2013 11:14,30/06/2013,,33,M,Battery,1,(M2),0
9335,Male,61,Greater than 45,African-American,0,2,0,0,8,-22,4/06/2013 7:23,5/06/2013 1:21,4/06/2013,,22,F,Possession of Cocaine,1,(F3),0
9336,Male,26,25 - 45,African-American,0,4,0,0,5,-1,6/12/2013 2:33,7/12/2013 1:40,6/12/2013,,1,F,Driving While License Revoked,0,,
9337,Male,44,25 - 45,Caucasian,0,5,0,0,1,0,7/02/2014 5:14,9/02/2014 1:53,7/02/2014,,0,F,Burglary Dwelling Occupied,0,,
9338,Female,34,25 - 45,African-American,0,1,0,0,0,-1,28/02/2014 7:07,1/03/2014 9:05,28/02/2014,,1,M,Battery,1,(M2),
9339,Male,29,25 - 45,Caucasian,0,2,0,0,1,3,4/01/2013 4:53,5/01/2013 4:30,31/12/2012,,1,F,Grand Theft in the 3rd Degree,1,(M2),1
9341,Male,20,Less than 25,Hispanic,0,10,0,0,1,34,13/03/2014 8:09,14/03/2014 3:46,,22/10/2013,108,F,arrest case no charge,1,(M2),0
9343,Male,29,25 - 45,African-American,0,9,0,0,8,-1,8/02/2013 7:03,13/02/2013 9:34,6/12/2012,,65,M,Susp Drivers Lic 1st Offense,0,,
9344,Male,48,Greater than 45,African-American,0,4,0,0,5,-1,11/09/2013 10:49,12/09/2013 8:29,11/09/2013,,1,F,Possession of Cocaine,1,(M1),0
9346,Female,31,25 - 45,African-American,0,6,0,0,0,-5,27/10/2013 6:08,31/10/2013 9:28,27/10/2013,,5,M,Leaving Acc/Unattended Veh,0,,
9348,Male,21,Less than 25,Caucasian,0,6,0,0,2,-10,24/01/2014 10:45,25/01/2014 2:10,,24/01/2014,10,F,arrest case no charge,0,,
9350,Male,34,25 - 45,Caucasian,0,5,0,0,4,-1,31/03/2013 7:55,1/04/2013 3:57,31/03/2013,,1,F,Driving While License Revoked,0,,
9351,Male,54,Greater than 45,African-American,0,6,0,0,21,-1,27/03/2013 9:35,28/03/2013 8:15,27/03/2013,,1,F,Possession of Cocaine,0,,
9352,Male,20,Less than 25,Caucasian,0,10,4,0,4,-1,6/08/2013 10:51,7/08/2013 8:37,6/08/2013,,1,F,Grand Theft (Motor Vehicle),0,,
9353,Male,31,25 - 45,Caucasian,0,3,0,0,1,-1,3/07/2014 10:01,8/08/2014 10:32,3/07/2014,,1,F,Stalking (Aggravated),1,(F3),
9354,Male,22,Less than 25,Caucasian,0,4,0,0,0,0,14/10/2013 4:47,15/10/2013 4:13,14/10/2013,,0,M,DUI - Enhanced,0,,
9357,Male,36,25 - 45,African-American,0,4,0,0,6,-1,22/03/2014 9:43,23/03/2014 8:40,22/03/2014,,1,M,Battery,0,,
9358,Male,34,25 - 45,African-American,3,7,1,0,9,-1,4/06/2014 9:44,5/06/2014 7:57,4/06/2014,,1,F,False Imprisonment,1,(M1),0
9359,Male,36,25 - 45,Caucasian,0,1,0,0,3,,,,15/03/2013,,116,M,Susp Drivers Lic 1st Offense,0,,
9363,Male,32,25 - 45,African-American,0,8,0,0,3,,,,8/07/2014,,1,F,Possession of Cannabis,1,(F3),
9364,Male,50,Greater than 45,African-American,0,8,0,0,15,-1,2/12/2013 7:48,3/12/2013 8:28,2/12/2013,,1,M,Battery,0,,
9365,Male,47,Greater than 45,Native American,4,10,0,0,22,0,12/05/2014 2:28,15/05/2014 3:47,12/05/2014,,0,F,Possession of Cocaine,1,(M2),0
9366,Female,49,Greater than 45,Other,0,1,0,0,0,-1,9/05/2013 9:53,10/05/2013 10:01,9/05/2013,,1,M,Battery,0,,
9367,Female,25,25 - 45,African-American,0,9,0,0,7,-102,1/12/2013 6:20,6/03/2014 10:15,1/12/2013,,102,F,Felony Battery w/Prior Convict,1,(F3),
9369,Male,31,25 - 45,African-American,0,4,0,0,1,-1,4/01/2014 7:13,5/01/2014 8:45,18/10/2012,,444,M,Driving License Suspended,0,,
9370,Male,49,Greater than 45,African-American,0,3,0,0,10,-1,23/04/2013 12:27,3/05/2013 8:40,23/04/2013,,1,F,Grand Theft in the 3rd Degree,1,(F3),0
9372,Male,21,Less than 25,African-American,1,9,0,1,2,-1,27/08/2013 5:04,2/10/2013 9:14,,28/08/2013,0,F,arrest case no charge,0,,
